"SC"|Yes|"39853562"|"75454552"
"ML"|No |"39853562"|"75454553"
"CL-ML"|No |"39853562"|"75454554"
"CL"|No |"39853562"|"75454555"
"GP-GM"|No |"39853562"|"75454556"
"GP-GM"|No |"39853563"|"75454557"
"SC-SM"|No |"39853563"|"75454558"
"SM"|No |"39853563"|"75454559"
"SP-SM"|No |"39853563"|"75454560"
"SC"|No |"39853563"|"75454561"
"ML"|No |"39853563"|"75454562"
"CL-ML"|No |"39853563"|"75454563"
"CL"|Yes|"39853563"|"75454564"
"SC-SM"|Yes|"39853564"|"75454565"
"SM"|No |"39853564"|"75454566"
"SP-SM"|No |"39853564"|"75454567"
"SC"|No |"39853564"|"75454568"
"MH"|No |"39853564"|"75454569"
"ML"|No |"39853564"|"75454570"
"CL-ML"|No |"39853564"|"75454571"
"CL"|No |"39853564"|"75454572"
"OH"|No |"39853564"|"75454573"
"GP-GM"|No |"39853564"|"75454574"
"CL-ML"|No |"39853565"|"75454575"
"ML"|No |"39853565"|"75454576"
"SM"|No |"39853565"|"75454577"
"SC-SM"|No |"39853565"|"75454578"
"CL"|No |"39853565"|"75454579"
"SC"|Yes|"39853565"|"75454580"
"MH"|No |"39853565"|"75454581"
"OH"|No |"39853565"|"75454582"
"SP-SM"|Yes|"39853566"|"75454583"
"SP"|No |"39853566"|"75454584"
"SP"|Yes|"39853567"|"75454585"
"SP-SM"|No |"39853567"|"75454586"
"SM"|No |"39853567"|"75454587"
"SC-SM"|No |"39853567"|"75454588"
"SP"|Yes|"39853568"|"75454589"
"SP-SM"|No |"39853568"|"75454590"
"SM"|No |"39853568"|"75454591"
"SC-SM"|No |"39853568"|"75454592"
"SP"|Yes|"39853569"|"75454593"
"SP-SM"|No |"39853569"|"75454594"
"SM"|No |"39853569"|"75454595"
"SC-SM"|No |"39853569"|"75454596"
"GP"|No |"39853570"|"75454597"
"SP-SM"|Yes|"39853570"|"75454598"
"GM"|No |"39853570"|"75454599"
"GC-GM"|No |"39853570"|"75454600"
"SP"|No |"39853570"|"75454601"
"GP-GM"|No |"39853570"|"75454602"
"SM"|No |"39853570"|"75454603"
"SC-SM"|No |"39853570"|"75454604"
"SM"|Yes|"39853571"|"75454605"
"SC-SM"|No |"39853572"|"75454606"
"SM"|Yes|"39853572"|"75454607"
"SC-SM"|Yes|"39853573"|"75454608"
"GM"|No |"39853573"|"75454609"
"SM"|No |"39853573"|"75454610"
"GC-GM"|No |"39853573"|"75454611"
"GC"|No |"39853573"|"75454612"
"SC"|No |"39853573"|"75454613"
"SM"|No |"39853574"|"75454614"
"SC-SM"|No |"39853574"|"75454615"
"SP"|No |"39853574"|"75454616"
"SP-SM"|Yes|"39853574"|"75454617"
"SP"|Yes|"39853575"|"75454618"
"SP-SM"|No |"39853575"|"75454619"
"SC-SM"|No |"39853575"|"75454620"
"SC-SM"|No |"39853576"|"75454621"
"SC"|No |"39853576"|"75454622"
"SM"|Yes|"39853576"|"75454623"
"ML"|No |"39853576"|"75454624"
"CL-ML"|No |"39853576"|"75454625"
"CL"|No |"39853576"|"75454626"
"SM"|Yes|"39853577"|"75454627"
"SC-SM"|No |"39853577"|"75454628"
