unit_id,Mean_slope,tract_id
TRACT_01993,1.732022,TRACT_01993
TRACT_01994,1.94822,TRACT_01994
TRACT_01995,4.731535,TRACT_01995
TRACT_01996,0.508794,TRACT_01996
TRACT_01997,5.841335,TRACT_01997
TRACT_01998,0.559571,TRACT_01998
TRACT_01999,2.891462,TRACT_01999
TRACT_02000,3.927917,TRACT_02000
TRACT_02001,1.933232,TRACT_02001
TRACT_02002,2.571561,TRACT_02002
TRACT_02003,1.961006,TRACT_02003
TRACT_02004,2.912613,TRACT_02004
TRACT_02005,2.290524,TRACT_02005
TRACT_02006,5.156838,TRACT_02006
TRACT_02007,4.479348,TRACT_02007
TRACT_02008,4.539992,TRACT_02008
TRACT_02009,3.056611,TRACT_02009
TRACT_02010,0.845092,TRACT_02010
TRACT_02011,4.9768,TRACT_02011
TRACT_02012,1.453918,TRACT_02012
TRACT_02013,4.023062,TRACT_02013
TRACT_02014,4.485492,TRACT_02014
TRACT_02015,1.79947,TRACT_02015
TRACT_02016,2.478875,TRACT_02016
TRACT_02017,2.274703,TRACT_02017
TRACT_02018,1.994858,TRACT_02018
TRACT_02019,2.462341,TRACT_02019
TRACT_02020,3.344765,TRACT_02020
TRACT_02021,3.193517,TRACT_02021
TRACT_02022,2.780255,TRACT_02022
TRACT_02023,3.626467,TRACT_02023
TRACT_02024,3.464047,TRACT_02024
TRACT_02025,5.859876,TRACT_02025
TRACT_02026,3.195921,TRACT_02026
TRACT_02027,3.037293,TRACT_02027
TRACT_02028,4.639631,TRACT_02028
TRACT_02029,3.844739,TRACT_02029
TRACT_02030,4.286988,TRACT_02030
TRACT_02031,3.962572,TRACT_02031
TRACT_02032,4.491381,TRACT_02032
TRACT_02033,4.030866,TRACT_02033
TRACT_02034,3.765349,TRACT_02034
TRACT_02035,1.369502,TRACT_02035
TRACT_02036,0.974934,TRACT_02036
TRACT_02037,0.834827,TRACT_02037
TRACT_02038,1.132598,TRACT_02038
TRACT_02039,1.134757,TRACT_02039
TRACT_02040,1.174127,TRACT_02040
TRACT_02041,2.624268,TRACT_02041
TRACT_02042,4.761257,TRACT_02042
TRACT_02043,3.886008,TRACT_02043
TRACT_02044,4.20971,TRACT_02044
TRACT_02045,4.134296,TRACT_02045
TRACT_02046,2.666467,TRACT_02046
TRACT_02047,2.989952,TRACT_02047
TRACT_02048,1.554474,TRACT_02048
TRACT_02049,1.43761,TRACT_02049
TRACT_02050,2.952659,TRACT_02050
TRACT_02051,1.168587,TRACT_02051
TRACT_02052,1.105582,TRACT_02052
TRACT_02053,2.677873,TRACT_02053
TRACT_02054,1.169972,TRACT_02054
TRACT_02055,1.431485,TRACT_02055
TRACT_02056,2.400555,TRACT_02056
TRACT_02057,2.896017,TRACT_02057
TRACT_02058,2.636568,TRACT_02058
TRACT_02059,1.749581,TRACT_02059
TRACT_02060,2.085299,TRACT_02060
TRACT_02061,2.710894,TRACT_02061
TRACT_02062,2.734553,TRACT_02062
TRACT_02063,1.842719,TRACT_02063
TRACT_02064,1.095483,TRACT_02064
TRACT_02065,2.387252,TRACT_02065
TRACT_02066,2.376802,TRACT_02066
TRACT_02067,2.214705,TRACT_02067
TRACT_02068,0.616433,TRACT_02068
TRACT_02069,1.328428,TRACT_02069
TRACT_02070,4.337913,TRACT_02070
TRACT_02071,0.338469,TRACT_02071
TRACT_02072,0.349594,TRACT_02072
TRACT_02073,2.344131,TRACT_02073
TRACT_02074,0.952266,TRACT_02074
TRACT_02075,0.549371,TRACT_02075
TRACT_02076,1.248233,TRACT_02076
TRACT_02077,0.92151,TRACT_02077
TRACT_02078,4.519555,TRACT_02078
TRACT_02079,0.364733,TRACT_02079
TRACT_02080,3.263318,TRACT_02080
TRACT_02081,0.363085,TRACT_02081
TRACT_02082,3.569552,TRACT_02082
TRACT_02083,0.309372,TRACT_02083
TRACT_02084,0.471978,TRACT_02084
TRACT_02085,1.010571,TRACT_02085
TRACT_02086,3.362976,TRACT_02086
TRACT_02087,1.82641,TRACT_02087
TRACT_02088,1.827061,TRACT_02088
TRACT_02089,0.948272,TRACT_02089
TRACT_02090,3.073349,TRACT_02090
TRACT_02091,4.84799,TRACT_02091
TRACT_02092,1.159098,TRACT_02092
TRACT_02093,1.326124,TRACT_02093
TRACT_02094,2.068604,TRACT_02094
TRACT_02095,1.81652,TRACT_02095
TRACT_02096,0.448403,TRACT_02096
TRACT_02097,0.452061,TRACT_02097
TRACT_02098,1.606222,TRACT_02098
TRACT_02099,3.141286,TRACT_02099
TRACT_02100,3.983621,TRACT_02100
TRACT_02101,3.870976,TRACT_02101
TRACT_02102,2.812545,TRACT_02102
TRACT_02103,2.291941,TRACT_02103
TRACT_02104,4.071555,TRACT_02104
TRACT_02105,4.15294,TRACT_02105
TRACT_02106,3.539309,TRACT_02106
TRACT_02107,1.893246,TRACT_02107
TRACT_02108,2.151543,TRACT_02108
TRACT_02109,0.871787,TRACT_02109
TRACT_02110,3.900009,TRACT_02110
TRACT_02111,1.079372,TRACT_02111
TRACT_02112,2.277038,TRACT_02112
TRACT_02113,1.510436,TRACT_02113
TRACT_02114,1.199775,TRACT_02114
TRACT_02115,1.572697,TRACT_02115
TRACT_02116,1.311181,TRACT_02116
TRACT_02117,2.2876,TRACT_02117
TRACT_02118,1.376831,TRACT_02118
TRACT_02119,1.969023,TRACT_02119
TRACT_02120,1.381523,TRACT_02120
TRACT_02121,1.239673,TRACT_02121
TRACT_02122,3.599836,TRACT_02122
TRACT_02123,1.940662,TRACT_02123
TRACT_02124,2.760993,TRACT_02124
TRACT_02125,0.645263,TRACT_02125
TRACT_02126,1.523464,TRACT_02126
TRACT_02127,1.864357,TRACT_02127
TRACT_02128,3.532817,TRACT_02128
TRACT_02129,1.776366,TRACT_02129
TRACT_02130,2.193797,TRACT_02130
TRACT_02131,5.228232,TRACT_02131
TRACT_02132,1.354407,TRACT_02132
TRACT_02133,1.473693,TRACT_02133
TRACT_02134,1.747429,TRACT_02134
TRACT_02135,2.550698,TRACT_02135
TRACT_02136,2.777766,TRACT_02136
TRACT_02137,2.951445,TRACT_02137
TRACT_02138,2.609744,TRACT_02138
TRACT_02139,2.950492,TRACT_02139
TRACT_02140,1.988839,TRACT_02140
TRACT_02141,2.671798,TRACT_02141
TRACT_02142,4.260114,TRACT_02142
TRACT_02143,2.581387,TRACT_02143
TRACT_02144,1.202,TRACT_02144
TRACT_02145,2.480869,TRACT_02145
TRACT_02146,2.54196,TRACT_02146
TRACT_02147,4.186823,TRACT_02147
TRACT_02148,0.714673,TRACT_02148
TRACT_02149,1.709829,TRACT_02149
TRACT_02150,3.919535,TRACT_02150
TRACT_02151,4.393869,TRACT_02151
TRACT_02152,3.131787,TRACT_02152
TRACT_02153,1.605342,TRACT_02153
TRACT_02154,2.420131,TRACT_02154
TRACT_02155,2.709663,TRACT_02155
TRACT_02156,2.230097,TRACT_02156
TRACT_02157,2.021925,TRACT_02157
TRACT_02158,2.707137,TRACT_02158
TRACT_02159,1.430663,TRACT_02159
TRACT_02160,2.033663,TRACT_02160
TRACT_02161,4.558552,TRACT_02161
TRACT_02162,4.501989,TRACT_02162
TRACT_02163,2.00448,TRACT_02163
TRACT_02164,2.748087,TRACT_02164
TRACT_02165,3.46087,TRACT_02165
TRACT_02166,1.647403,TRACT_02166
TRACT_02167,1.309464,TRACT_02167
TRACT_02168,2.606118,TRACT_02168
TRACT_02169,1.747966,TRACT_02169
TRACT_02170,3.75085,TRACT_02170
TRACT_02171,3.86367,TRACT_02171
TRACT_02172,4.342768,TRACT_02172
TRACT_02173,4.043785,TRACT_02173
TRACT_02174,3.247996,TRACT_02174
TRACT_02175,4.980636,TRACT_02175
TRACT_02176,3.455477,TRACT_02176
TRACT_02177,4.777002,TRACT_02177
TRACT_02178,1.409028,TRACT_02178
TRACT_02179,2.738661,TRACT_02179
TRACT_02180,1.836946,TRACT_02180
TRACT_02181,2.668128,TRACT_02181
TRACT_02182,2.018782,TRACT_02182
TRACT_02183,2.233074,TRACT_02183
TRACT_02184,4.150925,TRACT_02184
TRACT_02185,4.749868,TRACT_02185
TRACT_02186,6.69431,TRACT_02186
TRACT_02187,2.622851,TRACT_02187
TRACT_02188,2.416548,TRACT_02188
TRACT_02189,1.334294,TRACT_02189
TRACT_02190,1.127853,TRACT_02190
TRACT_02191,2.294423,TRACT_02191
TRACT_02192,1.538095,TRACT_02192
TRACT_02193,1.937563,TRACT_02193
TRACT_02194,2.176001,TRACT_02194
TRACT_02195,1.234962,TRACT_02195
TRACT_02196,1.856478,TRACT_02196
TRACT_02197,1.288346,TRACT_02197
TRACT_02198,0.858901,TRACT_02198
TRACT_02199,2.229379,TRACT_02199
TRACT_02200,2.384512,TRACT_02200
TRACT_02201,2.067133,TRACT_02201
TRACT_02202,4.847581,TRACT_02202
TRACT_02203,6.653538,TRACT_02203
TRACT_02204,5.62858,TRACT_02204
TRACT_02205,5.932443,TRACT_02205
TRACT_02206,7.041547,TRACT_02206
TRACT_02207,4.272423,TRACT_02207
TRACT_02208,7.391979,TRACT_02208
TRACT_02209,6.623921,TRACT_02209
TRACT_02210,1.644551,TRACT_02210
TRACT_02211,3.752866,TRACT_02211
TRACT_02212,1.005769,TRACT_02212
TRACT_02213,0.999535,TRACT_02213
TRACT_02214,0.776203,TRACT_02214
TRACT_02215,1.225521,TRACT_02215
TRACT_02216,1.289263,TRACT_02216
TRACT_02217,0.964272,TRACT_02217
TRACT_02218,0.976822,TRACT_02218
TRACT_02219,8.19979,TRACT_02219
TRACT_02220,4.322903,TRACT_02220
TRACT_02221,11.492485,TRACT_02221
TRACT_02222,4.457677,TRACT_02222
TRACT_02223,9.836432,TRACT_02223
TRACT_02224,8.286545,TRACT_02224
TRACT_02225,13.861916,TRACT_02225
TRACT_02226,7.121866,TRACT_02226
TRACT_02227,5.6842,TRACT_02227
TRACT_02228,5.187181,TRACT_02228
TRACT_02229,6.449603,TRACT_02229
TRACT_02230,5.039316,TRACT_02230
TRACT_02231,6.177349,TRACT_02231
TRACT_02232,21.330283,TRACT_02232
TRACT_02233,4.695972,TRACT_02233
TRACT_02234,10.453815,TRACT_02234
TRACT_02235,5.06426,TRACT_02235
TRACT_02236,3.950747,TRACT_02236
TRACT_02237,3.017955,TRACT_02237
TRACT_02238,2.792587,TRACT_02238
TRACT_02239,15.635771,TRACT_02239
TRACT_02240,3.189361,TRACT_02240
TRACT_02241,6.94957,TRACT_02241
TRACT_02242,7.175866,TRACT_02242
TRACT_02243,6.340356,TRACT_02243
TRACT_02244,7.954392,TRACT_02244
TRACT_02245,1.262746,TRACT_02245
TRACT_02246,1.124389,TRACT_02246
TRACT_02247,4.500419,TRACT_02247
TRACT_02248,12.331791,TRACT_02248
TRACT_02249,8.630355,TRACT_02249
TRACT_02250,11.01089,TRACT_02250
TRACT_02251,5.122254,TRACT_02251
TRACT_02252,2.844782,TRACT_02252
TRACT_02253,3.00207,TRACT_02253
TRACT_02254,3.749968,TRACT_02254
TRACT_02255,6.891252,TRACT_02255
TRACT_02256,0.561647,TRACT_02256
TRACT_02257,0.612051,TRACT_02257
TRACT_02258,0.651092,TRACT_02258
TRACT_02259,2.878933,TRACT_02259
TRACT_02260,3.62243,TRACT_02260
TRACT_02261,7.714831,TRACT_02261
TRACT_02262,2.352875,TRACT_02262
TRACT_02263,6.208533,TRACT_02263
TRACT_02264,0.599512,TRACT_02264
TRACT_02265,0.809714,TRACT_02265
TRACT_02266,0.748497,TRACT_02266
TRACT_02267,2.316897,TRACT_02267
TRACT_02268,4.034958,TRACT_02268
TRACT_02269,3.428884,TRACT_02269
TRACT_02270,5.211905,TRACT_02270
TRACT_02271,2.564516,TRACT_02271
TRACT_02272,2.452475,TRACT_02272
TRACT_02273,2.769359,TRACT_02273
TRACT_02274,3.658117,TRACT_02274
TRACT_02275,1.920706,TRACT_02275
TRACT_02276,2.352015,TRACT_02276
TRACT_02277,2.607977,TRACT_02277
TRACT_02278,3.460406,TRACT_02278
TRACT_02279,2.951804,TRACT_02279
TRACT_02280,6.453443,TRACT_02280
TRACT_02281,4.884135,TRACT_02281
TRACT_02282,1.314762,TRACT_02282
TRACT_02283,2.764603,TRACT_02283
TRACT_02284,4.471969,TRACT_02284
TRACT_02285,2.485713,TRACT_02285
TRACT_02286,6.22719,TRACT_02286
TRACT_02287,2.363918,TRACT_02287
TRACT_02288,3.547873,TRACT_02288
TRACT_02289,3.286502,TRACT_02289
TRACT_02290,2.918299,TRACT_02290
TRACT_02291,3.201363,TRACT_02291
TRACT_02292,4.93731,TRACT_02292
TRACT_02293,4.502569,TRACT_02293
TRACT_02294,4.206837,TRACT_02294
TRACT_02295,4.064078,TRACT_02295
TRACT_02296,8.652732,TRACT_02296
TRACT_02297,3.077474,TRACT_02297
TRACT_02298,12.147716,TRACT_02298
TRACT_02299,10.357901,TRACT_02299
TRACT_02300,9.05861,TRACT_02300
TRACT_02301,7.398594,TRACT_02301
TRACT_02302,7.481296,TRACT_02302
TRACT_02303,6.937344,TRACT_02303
TRACT_02304,4.491805,TRACT_02304
TRACT_02305,5.378285,TRACT_02305
TRACT_02306,4.692296,TRACT_02306
TRACT_02307,2.413277,TRACT_02307
TRACT_02308,3.412233,TRACT_02308
TRACT_02309,4.137478,TRACT_02309
TRACT_02310,2.066436,TRACT_02310
TRACT_02311,4.219931,TRACT_02311
TRACT_02312,3.51377,TRACT_02312
TRACT_02313,4.25341,TRACT_02313
TRACT_02314,3.922914,TRACT_02314
TRACT_02315,2.580935,TRACT_02315
TRACT_02316,3.937746,TRACT_02316
TRACT_02317,3.370725,TRACT_02317
TRACT_02318,4.727982,TRACT_02318
TRACT_02319,8.890561,TRACT_02319
TRACT_02320,7.687082,TRACT_02320
TRACT_02321,1.577899,TRACT_02321
TRACT_02322,2.678856,TRACT_02322
TRACT_02323,3.087756,TRACT_02323
TRACT_02324,2.685951,TRACT_02324
TRACT_02325,1.351598,TRACT_02325
TRACT_02326,4.060063,TRACT_02326
TRACT_02327,1.469628,TRACT_02327
TRACT_02328,3.919444,TRACT_02328
TRACT_02329,6.345436,TRACT_02329
TRACT_02330,3.230326,TRACT_02330
TRACT_02331,4.703623,TRACT_02331
TRACT_02332,4.635998,TRACT_02332
TRACT_02333,3.437291,TRACT_02333
TRACT_02334,7.519399,TRACT_02334
TRACT_02335,1.11048,TRACT_02335
TRACT_02336,1.459501,TRACT_02336
TRACT_02337,1.283291,TRACT_02337
TRACT_02338,2.208126,TRACT_02338
TRACT_02339,1.421743,TRACT_02339
TRACT_02340,2.15917,TRACT_02340
TRACT_02341,1.549538,TRACT_02341
TRACT_02342,2.434941,TRACT_02342
TRACT_02343,2.11396,TRACT_02343
TRACT_02344,0.0,TRACT_02344
TRACT_02345,0.0,TRACT_02345
TRACT_02346,0.0,TRACT_02346
TRACT_02347,0.0,TRACT_02347
TRACT_02348,0.0,TRACT_02348
TRACT_02349,0.0,TRACT_02349
TRACT_02350,0.0,TRACT_02350
TRACT_02351,0.0,TRACT_02351
TRACT_02352,0.0,TRACT_02352
TRACT_02353,0.0,TRACT_02353
TRACT_02354,8.243346,TRACT_02354
TRACT_02355,0.0,TRACT_02355
TRACT_02356,0.0,TRACT_02356
